ID,name,category_ID,description
"95cbd113-499b-41dd-bba4-51c6d7584e9b","Content Agent Service","7b07e4b1-7b7e-47d7-8a01-3d0d041b1e7a","SAP Content Agent service helps to manage both application and service content"
"8a474248-4251-44aa-a8e4-09cd27a6cf30","Data Privacy Integration","7eecf7a1-99d2-41c6-85bb-cf9b117f3d19","A reuse service that provides applications with data privacy functions"
"a871773f-5f06-4c25-adbf-9fbb53825218","Date and Time","","Get date format time zone and time difference between two provided time values"
"a3b8aeff-d5c8-4209-8ee4-84dacf4717cb","Destination","7b07e4b1-7b7e-47d7-8a01-3d0d041b1e7a","Retrieve information about destinations in the Cloud Foundry environment"
"40c83ee8-1e31-47e2-ad5c-d77fdb524344","Document Management Service Integration Option","56a306db-bfeb-410c-8ab5-2761fa568547","Build API and UI based document management capabilities for your business apps"
"7a0958ca-258b-4188-89b8-125be4787cfe","Feature Flags Service","56dc234f-0df0-472e-8229-89d8a9f97e57","Control the rollout of new features"
"3481d9ff-15d7-4fea-afe1-a5fdec19ae59","IBAN service","","Check if provided IBAN is valid"
"0836e2cf-4e74-4026-a14b-7dd1153d5de0","Intelligent intercompany reconciliation","c5666075-2a12-4a22-88e0-0e4986ec6fd5","Match intercompany documents with machine learning capabilities"
"7c378e1a-93e0-4a7f-9ddd-3669b61e25c9","Intelligent Situation Automation","e16c3d04-cdf8-42b0-a607-52aec04abf36","Automate resolutions for SAP S/4HANA and SAP S/4HANA Cloud business situations"
"e1f2c189-71c3-4984-8046-3795b87f5873","Personal Data Manager","7eecf7a1-99d2-41c6-85bb-cf9b117f3d19","Manage requests and inform data subjects about the personal data in processing"
"0cf3bc3f-db9a-4b5c-8142-34ef8a217bdf","Personalized Recommendation","c5666075-2a12-4a22-88e0-0e4986ec6fd5","Get recommendations based on users browsing history and or item description"
"99e44716-01fa-4a0f-a23e-912ef5968652","PostgreSQL, hyperscaler option","d0964bea-0046-4cf8-85a5-03e7e011d174","Create and consume relational databases with PostgreSQL based on hyperscalers "
"69d3f41c-2027-4d17-bb4b-c7b4e929d151","Print Service","","Manage print queues connect print clients and monitor print status"
"8d33265c-fa93-44d0-b9fc-80ce2f19839b","Private Link Service","7b07e4b1-7b7e-47d7-8a01-3d0d041b1e7a","Provide private connectivity to selected services (Azure)"
"9be02da8-fafb-4841-9ede-a58fd6bc6b0a","Process Automation","e16c3d04-cdf8-42b0-a607-52aec04abf36","A citizen developer solution to adapt improve and innovate business processes"
"95599b71-ed50-4c91-a55d-420425282239","Redis, hyperscaler option","d0964bea-0046-4cf8-85a5-03e7e011d174","Create and consume in-memory cache with Redis based on hyperscalers"
"9cbdb560-87e7-41d5-8870-21c7f2f7af21","Responsibility Management Service","e16c3d04-cdf8-42b0-a607-52aec04abf36","Define and determine responsible people for business objects or work items"
"fba8844e-b780-45a5-8573-4e6f2d8f10bd","SaaS Provisioning Service","","Register and provision subscriptions for multitenant applications and services"
"cad8fc73-aa27-4ac5-a063-202a7feb46fa","SAP AI Core","c5666075-2a12-4a22-88e0-0e4986ec6fd5","Build a platform for your artifical intelligence solutions"
"b4ed46d3-b449-4c30-b4d7-95705d507e97","SAP AI Launchpad","c5666075-2a12-4a22-88e0-0e4986ec6fd5","Manage your AI use cases across multiple AI runtimes"
"e1f47eca-982d-4fd1-b848-d504ccb4aa97","SAP Analytics Cloud, embedded edition","740a57f9-4afb-49ff-b12a-736ede9f5007","Analyze data via live connection to the business application s SAP HANA database"
"e1a38029-0b8d-4f03-a22e-29efce60970f","SAP AppGyver","e16c3d04-cdf8-42b0-a607-52aec04abf36","No-code development platform to create sophisticated web and native mobile apps"
"38200502-4779-4beb-90ac-ddc77b14458e","SAP Cloud ALM memory extension","","Extend memory space on SAP HANA"
"154df127-9f69-438d-9a63-fe00aec799bf","SAP Document and Reporting Compliance service","","Generate and submit statutory reports that comply with government guidelines"
"f873f9b4-75bd-4116-a35f-ee226cc5ce3a","SAP Graph","7b07e4b1-7b7e-47d7-8a01-3d0d041b1e7a","A new unified API to a connected data graph of SAP business systems"
"c9de264f-5d9f-4675-9ab5-108a6474972e","SAP HANA spatial services","d0964bea-0046-4cf8-85a5-03e7e011d174","Consume third party location-based services using georeferenced data"
"98f7a3e9-a4b3-4ba7-a8df-f33067f169b1","SAP IoT","3df5b8a0-b54f-4d2c-a35d-6c53092c8310","Connect IoT sensor data with business objects and processes"
"78104e9c-997b-42b2-a0f8-61c1fe78a1d7","SAP Solution Lifecycle Management service","56dc234f-0df0-472e-8229-89d8a9f97e57","Deploy subscribe and transport Solutions using Multi-Target Applications MTA (Neo)"
"e09029fe-9dfd-42b6-b800-0a71943799bc","Service Manager","","The central registry for service brokers and environments in SAP BTP"
"f5fd8191-6bac-4555-95a9-e0b94caed301","UI5 flexibility for key users","56a306db-bfeb-410c-8ab5-2761fa568547","Add UI adaptation to your UI5 applications"
"d7a02c15-f499-4ed1-a8f6-b30eb3da2a03","Usage Data Management Service","","Generate reports based on the resource cost consumption within your accounts (Alibaba only)"
"418f9c39-e372-4e39-94cf-7c18de60e8f7","Web Analytics","740a57f9-4afb-49ff-b12a-736ede9f5007","Analyzes usage of your websites and web applications (RETIRED)"
"e9dd8758-abe1-4d33-bce1-c53c0e17f2de","Work Calendar","","Get information such as weekday holiday workday for a country"
